,from_domain,from_vocab,from_standard,to_domain,to_vocab,to_standard,relationship,count
3678,Observation,SNOMED,S,Procedure,ICD9Proc,S,Focus of,1
3679,Observation,SNOMED,S,Procedure,ICD9Proc,S,Indir morph of,1
3680,Observation,SNOMED,S,Procedure,ICD9Proc,S,Method of,2244
3681,Observation,SNOMED,S,Procedure,ICD9Proc,S,Proc morph of,5
3682,Observation,SNOMED,S,Procedure,ICD9Proc,S,Property of,1
3683,Observation,SNOMED,S,Procedure,ICD9Proc,S,Scale type of,2
3684,Observation,SNOMED,S,Procedure,ICD9Proc,S,Subst used by,6
3685,Observation,SNOMED,S,Procedure,ICD9Proc,S,Subsumes,14
3686,Observation,SNOMED,S,Procedure,ICD9Proc,S,Surgical appr of,37
3687,Observation,SNOMED,S,Procedure,ICD9Proc,,Access of,92
3688,Observation,SNOMED,S,Procedure,ICD9Proc,,Dir morph of,427
3689,Observation,SNOMED,S,Procedure,ICD9Proc,,Dir subst of,65
3690,Observation,SNOMED,S,Procedure,ICD9Proc,,Focus of,5
3691,Observation,SNOMED,S,Procedure,ICD9Proc,,Indir morph of,7
3692,Observation,SNOMED,S,Procedure,ICD9Proc,,Mapped from,30
3693,Observation,SNOMED,S,Procedure,ICD9Proc,,Method of,2592
3694,Observation,SNOMED,S,Procedure,ICD9Proc,,Proc morph of,5
3695,Observation,SNOMED,S,Procedure,ICD9Proc,,Subst used by,10
3696,Observation,SNOMED,S,Procedure,ICD9Proc,,Surgical appr of,54
3697,Observation,SNOMED,S,Procedure,OMOP Extension,S,Subsumes,1
3698,Observation,SNOMED,S,Procedure,OPCS4,S,Access of,81
3699,Observation,SNOMED,S,Procedure,OPCS4,S,Dir morph of,288
3700,Observation,SNOMED,S,Procedure,OPCS4,S,Dir subst of,83
3701,Observation,SNOMED,S,Procedure,OPCS4,S,Focus of,4
3702,Observation,SNOMED,S,Procedure,OPCS4,S,Indir morph of,12
3703,Observation,SNOMED,S,Procedure,OPCS4,S,Method of,2271
3704,Observation,SNOMED,S,Procedure,OPCS4,S,Proc morph of,21
3705,Observation,SNOMED,S,Procedure,OPCS4,S,Subst used by,11
3706,Observation,SNOMED,S,Procedure,OPCS4,S,Subsumes,1
3707,Observation,SNOMED,S,Procedure,OPCS4,S,Surgical appr of,34
3708,Observation,SNOMED,S,Procedure,OPCS4,,Dir morph of,3
3709,Observation,SNOMED,S,Procedure,OPCS4,,Dir subst of,1
3710,Observation,SNOMED,S,Procedure,OPCS4,,Mapped from,6
3711,Observation,SNOMED,S,Procedure,OPCS4,,Method of,19
3712,Observation,SNOMED,S,Procedure,Read,,Mapped from,1225
3713,Observation,SNOMED,S,Procedure,Read,,Value mapped from,1
3714,Observation,SNOMED,S,Procedure,SNOMED,S,Access of,1816
3715,Observation,SNOMED,S,Procedure,SNOMED,S,Characterizes,457
3716,Observation,SNOMED,S,Procedure,SNOMED,S,Component of,2
3717,Observation,SNOMED,S,Procedure,SNOMED,S,Dir morph of,8030
3718,Observation,SNOMED,S,Procedure,SNOMED,S,Dir proc site of,23
3719,Observation,SNOMED,S,Procedure,SNOMED,S,Dir subst of,694
3720,Observation,SNOMED,S,Procedure,SNOMED,S,During,7
3721,Observation,SNOMED,S,Procedure,SNOMED,S,Finding asso with,7
3722,Observation,SNOMED,S,Procedure,SNOMED,S,Focus of,1203
3723,Observation,SNOMED,S,Procedure,SNOMED,S,Followed by,105
3724,Observation,SNOMED,S,Procedure,SNOMED,S,Has asso proc,1516
3725,Observation,SNOMED,S,Procedure,SNOMED,S,Has due to,18
3726,Observation,SNOMED,S,Procedure,SNOMED,S,Has focus,508
3727,Observation,SNOMED,S,Procedure,SNOMED,S,Has interprets,1050
3728,Observation,SNOMED,S,Procedure,SNOMED,S,Has precondition,27
3729,Observation,SNOMED,S,Procedure,SNOMED,S,Indir morph of,598
3730,Observation,SNOMED,S,Procedure,SNOMED,S,Indir proc site of,6
3731,Observation,SNOMED,S,Procedure,SNOMED,S,Is a,467
3732,Observation,SNOMED,S,Procedure,SNOMED,S,Method of,53319
3733,Observation,SNOMED,S,Procedure,SNOMED,S,Occurs after,9
3734,Observation,SNOMED,S,Procedure,SNOMED,S,Proc morph of,157
3735,Observation,SNOMED,S,Procedure,SNOMED,S,Proc site of,2
3736,Observation,SNOMED,S,Procedure,SNOMED,S,Property of,8
3737,Observation,SNOMED,S,Procedure,SNOMED,S,Subst used by,1076
3738,Observation,SNOMED,S,Procedure,SNOMED,S,Subsumes,48
3739,Observation,SNOMED,S,Procedure,SNOMED,S,Surgical appr of,878
3740,Observation,SNOMED,S,Procedure,SNOMED,S,Temp related to,1
3741,Observation,SNOMED,S,Procedure,SNOMED,S,Using finding method,2847
3742,Observation,SNOMED,S,Procedure,SNOMED,,Access of,62
3743,Observation,SNOMED,S,Procedure,SNOMED,,Characterizes,373
3744,Observation,SNOMED,S,Procedure,SNOMED,,Component of,1
3745,Observation,SNOMED,S,Procedure,SNOMED,,Concept alt_to from,1
3746,Observation,SNOMED,S,Procedure,SNOMED,,Concept poss_eq from,259
3747,Observation,SNOMED,S,Procedure,SNOMED,,Concept replaces,90
3748,Observation,SNOMED,S,Procedure,SNOMED,,Concept same_as from,416
3749,Observation,SNOMED,S,Procedure,SNOMED,,Concept was_a from,99
3750,Observation,SNOMED,S,Procedure,SNOMED,,Dir morph of,331
3751,Observation,SNOMED,S,Procedure,SNOMED,,Dir proc site of,1
3752,Observation,SNOMED,S,Procedure,SNOMED,,Dir subst of,185
3753,Observation,SNOMED,S,Procedure,SNOMED,,Finding asso with,2
3754,Observation,SNOMED,S,Procedure,SNOMED,,Focus of,65
3755,Observation,SNOMED,S,Procedure,SNOMED,,Followed by,2
3756,Observation,SNOMED,S,Procedure,SNOMED,,Has asso proc,304
3757,Observation,SNOMED,S,Procedure,SNOMED,,Has due to,1
3758,Observation,SNOMED,S,Procedure,SNOMED,,Has focus,19
3759,Observation,SNOMED,S,Procedure,SNOMED,,Has interprets,23
3760,Observation,SNOMED,S,Procedure,SNOMED,,Indir morph of,16
3761,Observation,SNOMED,S,Procedure,SNOMED,,Is a,481
3762,Observation,SNOMED,S,Procedure,SNOMED,,Mapped from,705
3763,Observation,SNOMED,S,Procedure,SNOMED,,Method of,4658
3764,Observation,SNOMED,S,Procedure,SNOMED,,Occurs after,1
3765,Observation,SNOMED,S,Procedure,SNOMED,,Proc context of,11
3766,Observation,SNOMED,S,Procedure,SNOMED,,Proc morph of,7
3767,Observation,SNOMED,S,Procedure,SNOMED,,Property of,1
3768,Observation,SNOMED,S,Procedure,SNOMED,,Subst used by,215
3769,Observation,SNOMED,S,Procedure,SNOMED,,Subsumes,30
3770,Observation,SNOMED,S,Procedure,SNOMED,,Surgical appr of,24
3771,Observation,SNOMED,S,Procedure,SNOMED,,Temporal context of,11
3772,Observation,SNOMED,S,Procedure,SNOMED,,Value mapped from,14
3773,Observation,SNOMED,S,Provider,Read,,Mapped from,1
3774,Observation,SNOMED,S,Provider,SNOMED,,Is a,1
3775,Observation,SNOMED,S,Provider,SNOMED,,Subsumes,30
3776,Observation,SNOMED,S,Race,Read,,Mapped from,27
3777,Observation,SNOMED,S,Race,SNOMED,,Interprets of,2
3778,Observation,SNOMED,S,Race,SNOMED,,Subsumes,2
3779,Observation,SNOMED,S,Relationship,Read,,Mapped from,2
3780,Observation,SNOMED,S,Relationship,SNOMED,S,Has recipient cat,7
3781,Observation,SNOMED,S,Relationship,SNOMED,S,Has relat context,176
3782,Observation,SNOMED,S,Relationship,SNOMED,,Concept replaces,5
3783,Observation,SNOMED,S,Relationship,SNOMED,,Has relat context,152
3784,Observation,SNOMED,S,Relationship,SNOMED,,Mapped from,5
3785,Observation,SNOMED,S,Route,SNOMED,S,Subsumes,1
3786,Observation,SNOMED,S,Route,SNOMED,,Concept poss_eq from,3
3787,Observation,SNOMED,S,Route,SNOMED,,Mapped from,3
3788,Observation,SNOMED,S,Spec Anatomic Site,Read,,Mapped from,3
3789,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has asso morph,9
3790,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has component,12
3791,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has direct site,5
3792,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has dir proc site,118
3793,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has finding site,4656
3794,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has indir proc site,5
3795,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has inherent loc,391
3796,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Has proc site,124
3797,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Inheres in,203
3798,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Is a,31
3799,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Laterality of,16247
3800,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Process extends to,113
3801,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Relative to,14
3802,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,S,Subsumes,1
3803,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept poss_eq from,16
3804,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept replaces,11
3805,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept same_as from,8
3806,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Concept was_a from,1
3807,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Has dir proc site,2
3808,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Has finding site,60
3809,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Laterality of,291
3810,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Mapped from,30
3811,Observation,SNOMED,S,Spec Anatomic Site,SNOMED,,Subsumes,2
3812,Observation,SNOMED,S,Specimen,SNOMED,S,Has direct site,72
3813,Observation,SNOMED,S,Specimen,SNOMED,S,Has inherent loc,1
3814,Observation,SNOMED,S,Specimen,SNOMED,S,Inheres in,15
3815,Observation,SNOMED,S,Specimen,SNOMED,S,Relative to,1
3816,Observation,SNOMED,S,Specimen,SNOMED,S,Specimen morph of,174
3817,Observation,SNOMED,S,Specimen,SNOMED,S,Specimen subst of,959
3818,Observation,SNOMED,S,Specimen,SNOMED,S,Specimen topo of,4
3819,Observation,SNOMED,S,Specimen,SNOMED,,Concept poss_eq from,5
3820,Observation,SNOMED,S,Specimen,SNOMED,,Mapped from,4
3821,Observation,SNOMED,S,Specimen,SNOMED,,Specimen subst of,19
3822,Observation,SNOMED,S,Type Concept,Read,,Mapped from,410
3823,Observation,SNOMED,S,Type Concept,SNOMED,,Concept poss_eq from,57
3824,Observation,SNOMED,S,Type Concept,SNOMED,,Concept replaces,666
3825,Observation,SNOMED,S,Type Concept,SNOMED,,Concept same_as from,17
3826,Observation,SNOMED,S,Type Concept,SNOMED,,Concept was_a from,40
3827,Observation,SNOMED,S,Type Concept,SNOMED,,Inheres in,1
3828,Observation,SNOMED,S,Type Concept,SNOMED,,Mapped from,748
3829,Observation,SNOMED,S,Unit,Read,,Mapped from,1
3830,Observation,SNOMED,S,Unit,SNOMED,,Has unit,24
3831,Observation,SNOMED,S,Unit,SNOMED,,Subsumes,1
3832,Observation,SNOMED,S,Visit,Read,,Mapped from,2
3833,Observation,SNOMED,,Condition,OMOP Extension,S,Maps to value,5
3834,Observation,SNOMED,,Condition,OMOP Extension,S,Subsumes,2
3835,Observation,SNOMED,,Condition,SNOMED,S,Asso morph of,14500
3836,Observation,SNOMED,,Condition,SNOMED,S,Asso with finding,2
3837,Observation,SNOMED,,Condition,SNOMED,S,Causative agent of,1260
3838,Observation,SNOMED,,Condition,SNOMED,S,Concept alt_to to,88
3839,Observation,SNOMED,,Condition,SNOMED,S,Concept poss_eq to,3751
3840,Observation,SNOMED,,Condition,SNOMED,S,Concept replaced by,582
3841,Observation,SNOMED,,Condition,SNOMED,S,Concept same_as to,3690
3842,Observation,SNOMED,,Condition,SNOMED,S,Concept was_a to,897
3843,Observation,SNOMED,,Condition,SNOMED,S,Due to of,40
3844,Observation,SNOMED,,Condition,SNOMED,S,Finding asso with,1
3845,Observation,SNOMED,,Condition,SNOMED,S,Finding inform of,85
3846,Observation,SNOMED,,Condition,SNOMED,S,Finding site of,16
3847,Observation,SNOMED,,Condition,SNOMED,S,Followed by,190
3848,Observation,SNOMED,,Condition,SNOMED,S,Has asso finding,1383
3849,Observation,SNOMED,,Condition,SNOMED,S,Has focus,20
3850,Observation,SNOMED,,Condition,SNOMED,S,Has manifestation,1
3851,Observation,SNOMED,,Condition,SNOMED,S,Has pathology,1
3852,Observation,SNOMED,,Condition,SNOMED,S,Interprets of,60
3853,Observation,SNOMED,,Condition,SNOMED,S,Is a,278
3854,Observation,SNOMED,,Condition,SNOMED,S,Manifestation of,3
3855,Observation,SNOMED,,Condition,SNOMED,S,Maps to,5522
3856,Observation,SNOMED,,Condition,SNOMED,S,Maps to value,1883
3857,Observation,SNOMED,,Condition,SNOMED,S,Occurs after,1461
3858,Observation,SNOMED,,Condition,SNOMED,S,Relat context of,8
3859,Observation,SNOMED,,Condition,SNOMED,S,Subsumes,410
3860,Observation,SNOMED,,Condition,SNOMED,,Asso morph of,1537
3861,Observation,SNOMED,,Condition,SNOMED,,Causative agent of,281
3862,Observation,SNOMED,,Condition,SNOMED,,Concept alt_to to,11
3863,Observation,SNOMED,,Condition,SNOMED,,Concept poss_eq from,138
3864,Observation,SNOMED,,Condition,SNOMED,,Concept poss_eq to,420
3865,Observation,SNOMED,,Condition,SNOMED,,Concept replaced by,47
3866,Observation,SNOMED,,Condition,SNOMED,,Concept replaces,63
3867,Observation,SNOMED,,Condition,SNOMED,,Concept same_as from,73
3868,Observation,SNOMED,,Condition,SNOMED,,Concept same_as to,304
3869,Observation,SNOMED,,Condition,SNOMED,,Concept was_a from,19
3870,Observation,SNOMED,,Condition,SNOMED,,Concept was_a to,18
3871,Observation,SNOMED,,Condition,SNOMED,,Due to of,9
3872,Observation,SNOMED,,Condition,SNOMED,,Finding inform of,1105
3873,Observation,SNOMED,,Condition,SNOMED,,Finding site of,4
3874,Observation,SNOMED,,Condition,SNOMED,,Has asso finding,154
3875,Observation,SNOMED,,Condition,SNOMED,,Interprets of,5
3876,Observation,SNOMED,,Condition,SNOMED,,Is a,727
3877,Observation,SNOMED,,Condition,SNOMED,,Relat context of,23
3878,Observation,SNOMED,,Condition,SNOMED,,Subsumes,887
3879,Observation,SNOMED,,Device,dm+d,S,Concept replaced by,4
3880,Observation,SNOMED,,Device,dm+d,S,Maps to,4
3881,Observation,SNOMED,,Device,HCPCS,S,Subsumes,1
3882,Observation,SNOMED,,Device,SNOMED,S,Active ing of,4
3883,Observation,SNOMED,,Device,SNOMED,S,Comp material of,8
3884,Observation,SNOMED,,Device,SNOMED,S,Concept poss_eq to,19
3885,Observation,SNOMED,,Device,SNOMED,S,Concept replaced by,24
3886,Observation,SNOMED,,Device,SNOMED,S,Concept same_as to,23
3887,Observation,SNOMED,,Device,SNOMED,S,Disp dose form of,1
3888,Observation,SNOMED,,Device,SNOMED,S,Disposition of,3
3889,Observation,SNOMED,,Device,SNOMED,S,Finding asso with,159
3890,Observation,SNOMED,,Device,SNOMED,S,Has causative agent,40
3891,Observation,SNOMED,,Device,SNOMED,S,Has modification,2
3892,Observation,SNOMED,,Device,SNOMED,S,Is a,108
3893,Observation,SNOMED,,Device,SNOMED,S,Maps to,53
3894,Observation,SNOMED,,Device,SNOMED,S,Maps to value,18
3895,Observation,SNOMED,,Device,SNOMED,S,Subsumes,82
3896,Observation,SNOMED,,Device,SNOMED,,Active ing of,3
3897,Observation,SNOMED,,Device,SNOMED,,Concept poss_eq from,18
3898,Observation,SNOMED,,Device,SNOMED,,Concept poss_eq to,3
3899,Observation,SNOMED,,Device,SNOMED,,Concept replaced by,44
3900,Observation,SNOMED,,Device,SNOMED,,Concept replaces,3
3901,Observation,SNOMED,,Device,SNOMED,,Concept same_as from,10
3902,Observation,SNOMED,,Device,SNOMED,,Concept same_as to,7
3903,Observation,SNOMED,,Device,SNOMED,,Concept was_a from,1
3904,Observation,SNOMED,,Device,SNOMED,,Disposition of,2
3905,Observation,SNOMED,,Device,SNOMED,,Finding asso with,1
3906,Observation,SNOMED,,Device,SNOMED,,Has active ing,3
3907,Observation,SNOMED,,Device,SNOMED,,Has causative agent,40
3908,Observation,SNOMED,,Device,SNOMED,,Is a,11
3909,Observation,SNOMED,,Device,SNOMED,,Subsumes,47
3910,Observation,SNOMED,,Device,SNOMED,,Using device,2
3911,Observation,SNOMED,,Drug,ATC,C,SNOMED - ATC eq,10
3912,Observation,SNOMED,,Drug,dm+d,,Concept replaced by,1087
3913,Observation,SNOMED,,Drug,RxNorm,S,Maps to,2130
3914,Observation,SNOMED,,Drug,RxNorm,S,Maps to value,1205
3915,Observation,SNOMED,,Drug,RxNorm,S,SNOMED - RxNorm eq,261
3916,Observation,SNOMED,,Drug,RxNorm,,SNOMED - RxNorm eq,34
3917,Observation,SNOMED,,Drug,RxNorm Extension,S,Maps to,99
3918,Observation,SNOMED,,Drug,RxNorm Extension,S,Maps to value,20
3919,Observation,SNOMED,,Drug,SNOMED,,Active ing of,1051
3920,Observation,SNOMED,,Drug,SNOMED,,Basis str subst of,160
3921,Observation,SNOMED,,Drug,SNOMED,,Concept poss_eq from,21
3922,Observation,SNOMED,,Drug,SNOMED,,Concept poss_eq to,227
3923,Observation,SNOMED,,Drug,SNOMED,,Concept replaced by,1382
3924,Observation,SNOMED,,Drug,SNOMED,,Concept replaces,9
3925,Observation,SNOMED,,Drug,SNOMED,,Concept same_as from,15
3926,Observation,SNOMED,,Drug,SNOMED,,Concept same_as to,314
3927,Observation,SNOMED,,Drug,SNOMED,,Disp dose form of,110
3928,Observation,SNOMED,,Drug,SNOMED,,Disposition of,430
3929,Observation,SNOMED,,Drug,SNOMED,,Dose form of,626
3930,Observation,SNOMED,,Drug,SNOMED,,Has active ing,3
3931,Observation,SNOMED,,Drug,SNOMED,,Has basic dose form,1
3932,Observation,SNOMED,,Drug,SNOMED,,Has causative agent,1988
3933,Observation,SNOMED,,Drug,SNOMED,,Has comp material,1
3934,Observation,SNOMED,,Drug,SNOMED,,Has dir subst,36
3935,Observation,SNOMED,,Drug,SNOMED,,Has disp dose form,1
3936,Observation,SNOMED,,Drug,SNOMED,,Has dose form,6
3937,Observation,SNOMED,,Drug,SNOMED,,Has modification,5
3938,Observation,SNOMED,,Drug,SNOMED,,Has process output,17
3939,Observation,SNOMED,,Drug,SNOMED,,Has spec active ing,1
3940,Observation,SNOMED,,Drug,SNOMED,,Is a,545
3941,Observation,SNOMED,,Drug,SNOMED,,Modification of,7
3942,Observation,SNOMED,,Drug,SNOMED,,Prec ingredient of,127
3943,Observation,SNOMED,,Drug,SNOMED,,Role played by,44
3944,Observation,SNOMED,,Drug,SNOMED,,Spec active ing of,26
3945,Observation,SNOMED,,Drug,SNOMED,,Subsumes,894
3946,Observation,SNOMED,,Gender,Gender,S,Maps to,6
3947,Observation,SNOMED,,Gender,SNOMED,,Concept poss_eq to,3
3948,Observation,SNOMED,,Gender,SNOMED,,Interprets of,5
3949,Observation,SNOMED,,Gender,SNOMED,,Is a,6
3950,Observation,SNOMED,,Geography,SNOMED,,Subsumes,1
3951,Observation,SNOMED,,Language,SNOMED,S,Concept replaced by,3
3952,Observation,SNOMED,,Language,SNOMED,S,Concept same_as to,4
3953,Observation,SNOMED,,Language,SNOMED,S,Maps to,4
3954,Observation,SNOMED,,Measurement,LOINC,S,Maps to,169
3955,Observation,SNOMED,,Measurement,OMOP Extension,S,Maps to,15
3956,Observation,SNOMED,,Measurement,OMOP Extension,S,Subsumes,2
3957,Observation,SNOMED,,Measurement,OMOP Genomic,S,Has variant,11
3958,Observation,SNOMED,,Measurement,SNOMED,S,Asso morph of,2
3959,Observation,SNOMED,,Measurement,SNOMED,S,Component of,804
3960,Observation,SNOMED,,Measurement,SNOMED,S,Concept alt_to to,9
3961,Observation,SNOMED,,Measurement,SNOMED,S,Concept poss_eq to,396
3962,Observation,SNOMED,,Measurement,SNOMED,S,Concept replaced by,44
3963,Observation,SNOMED,,Measurement,SNOMED,S,Concept same_as to,4109
3964,Observation,SNOMED,,Measurement,SNOMED,S,Concept was_a to,64
3965,Observation,SNOMED,,Measurement,SNOMED,S,Dir subst of,5
3966,Observation,SNOMED,,Measurement,SNOMED,S,Energy used by,8
3967,Observation,SNOMED,,Measurement,SNOMED,S,Has asso proc,82
3968,Observation,SNOMED,,Measurement,SNOMED,S,Has inherent,12
3969,Observation,SNOMED,,Measurement,SNOMED,S,Has interprets,514
3970,Observation,SNOMED,,Measurement,SNOMED,S,Has technique,1
3971,Observation,SNOMED,,Measurement,SNOMED,S,Is a,32
3972,Observation,SNOMED,,Measurement,SNOMED,S,Is characterized by,4
3973,Observation,SNOMED,,Measurement,SNOMED,S,Maps to,5327
3974,Observation,SNOMED,,Measurement,SNOMED,S,Maps to value,122
3975,Observation,SNOMED,,Measurement,SNOMED,S,Relative to of,2
3976,Observation,SNOMED,,Measurement,SNOMED,S,Subst used by,10
3977,Observation,SNOMED,,Measurement,SNOMED,S,Subsumes,60
3978,Observation,SNOMED,,Measurement,SNOMED,S,Using finding method,4
3979,Observation,SNOMED,,Measurement,SNOMED,,Component of,23
3980,Observation,SNOMED,,Measurement,SNOMED,,Concept alt_to to,23
3981,Observation,SNOMED,,Measurement,SNOMED,,Concept poss_eq from,5
3982,Observation,SNOMED,,Measurement,SNOMED,,Concept poss_eq to,226
3983,Observation,SNOMED,,Measurement,SNOMED,,Concept replaced by,31
3984,Observation,SNOMED,,Measurement,SNOMED,,Concept replaces,5
3985,Observation,SNOMED,,Measurement,SNOMED,,Concept same_as from,29
3986,Observation,SNOMED,,Measurement,SNOMED,,Concept same_as to,308
3987,Observation,SNOMED,,Measurement,SNOMED,,Concept was_a from,1
3988,Observation,SNOMED,,Measurement,SNOMED,,Concept was_a to,7
3989,Observation,SNOMED,,Measurement,SNOMED,,Finding inform of,42
3990,Observation,SNOMED,,Measurement,SNOMED,,Focus of,1
3991,Observation,SNOMED,,Measurement,SNOMED,,Has asso finding,4
3992,Observation,SNOMED,,Measurement,SNOMED,,Has asso proc,6
3993,Observation,SNOMED,,Measurement,SNOMED,,Has inherent,6
3994,Observation,SNOMED,,Measurement,SNOMED,,Has interprets,199
3995,Observation,SNOMED,,Measurement,SNOMED,,Has technique,1
3996,Observation,SNOMED,,Measurement,SNOMED,,Interprets of,2
3997,Observation,SNOMED,,Measurement,SNOMED,,Is a,81
3998,Observation,SNOMED,,Measurement,SNOMED,,Subsumes,159
3999,Observation,SNOMED,,Meas Value,LOINC,S,Maps to value,135
4000,Observation,SNOMED,,Meas Value,SNOMED,S,Concept poss_eq to,75
4001,Observation,SNOMED,,Meas Value,SNOMED,S,Concept replaced by,103
4002,Observation,SNOMED,,Meas Value,SNOMED,S,Concept same_as to,57
